Material,JOB_TYPE,BOARD_TYPE,METAL_CORE_TYPE,HATS_COUPON_TYPE,FAI_TYPE,FINISH_CS,SEL_PLT_CS,NEED_MICROWAVE,EXIST_VCUT,CUST_THK_MEASURE_METOD,SERIAL_NUM,CAM_LAYUP,FINISH_PS,SEL_PLT_PS,EXIST_CU_SPOT,EXIST_CU_FILL,EXIST_SILVER_PRINT,EXIST_LASER,EXIST_SUB,EXIST_IMPEDANCE,EXIST_CU_PASTE,CIRCUIT_TYPE,SAP_HS,SAP_FAMILY_GROUP,PLATED_COUNTERSINK,ETCHBACK,SUPPLY_IN_PCBS_PANEL,EXIST_DR2,SURFACE_CONTAMINATION,COCOON_DEPT_ROUT,VGROOVE_METHOD,PHASE_METHOD,STRAIN_RELIEF,ROUTING_PHASE,PEELABLE,SPEC,COPPER_TYPE_TOP,COPPER_TYPE_BOT,SPOT_TYPE,PASTE_APPLY,SILK,PASTE_TYPE,FAMILY_GROUP,CU_SPOT_SIDE,ETCH_PROTECT_CS,ETCH_PROTECT_PS,COCOON_TYPE,THICKNESS_CALC_METHOD,CUSTOMER,CUSTOMER_REV,ME_DATA_TO_C_FLSTOCKRECEIPT,ME_MTR_GROUP,ME_DATA_TO_C_ASSEMBLY,ME_DATA_TO_C_REMOVAL,PROC_CODE,SM_SIDE,SS_SIDE,CROSS_SEC_NUM,SUPPLY_IN_ARRAY,HS_VENDOR,END_USE_MATERIAL,WRAP_REQUIRMENT,GROUP_B,ALLOW_REJECTS_IN_ARRAY,IMAGE_ENG,CUSTOMER_ITEM,END_CUSTOMER,LEADING_MATERIAL,SM_COLOR_CS,SM_COLOR_PS,SS_COLOR_CS,SS_COLOR_PS,BURIED_RESISTOR_EXIST,BURIED_CAPACITOR_EXIST,CAVITY_EXIST,JOB_NON_STOCK_MATERIAL,AIR_CAVITY,JOB_LASER_TYPE,CARBON
M1X426A-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10375,,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,ONE,NO,NONE,NO,NONE,NO,NA,OLEGF,IBIBW10-017,10375,M1X426A-A,,,,,,,,,,,
M1X427A-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10375,,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,ONE,NO,NONE,NO,NONE,NO,NA,OLEGF,IBIBW10-018,10375,M1X427A-A,,,,,,,,,,,
M1X428A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,ALEXK,PC-11603B,10143,M1X428A-A,,,,,,,,,,,
M1X429A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10024,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,SASHAS,FERJ00201A,10324,M1X429A-A,,,,,,,,,,,
M1X430A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12100,1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,JALALH,ML13-PC-02,12100,M1X430A-A,,,,,,,,,,,
M1X431A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12100,1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,ML13-PC-06,12100,M1X431A-A,,,,,,,,,,,
M1X432A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12100,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,ML13-PC-07,12100,M1X432A-A,,,,,,,,,,,
M1X433A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12100,1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,ML13-PC-08,12100,M1X433A-A,,,,,,,,,,,
M1X434A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11761,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,ALEXK,MN-TRS-2040,11761,M1X434A-A,,,,,,,,,,,
M1X435A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER LAMINATE,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,11376,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,RFU_1.0,11376,M1X435A-A,,,,,,,,,,,
M1X436A-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,YES,NO,NO,YES,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS2,SIGNAL,SIGNAL,LASER,NONE,NONE,NONE,KAPTON,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10937,A,NONE,IPC 6013 CLASS2,NONE,NONE,APCB,CS,NONE,ONE,NO,NONE,NO,NONE,NO,NA,MARINAN,44629,10937,M1X436A-A,,,,,,,,,,,
M1X436B-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,YES,NO,NO,YES,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS2,SIGNAL,SIGNAL,LASER,NONE,NONE,NONE,KAPTON,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10937,A,NONE,IPC 6013 CLASS2,NONE,NONE,APCB,CS,NONE,ONE,NO,NONE,NO,NONE,NO,NA,MARINAN,44629,10937,M1X436B-A,,,,,,,,,,,
M1X437A-A,STANDARD,GENERAL,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,MIXED,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10341,A,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,2077-32700-00,10341,M1X437A-A,,,,,,,,,,,
M1X438A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER ACCESSORY,YES,FOIL,CHM_GOLD,NONE,YES,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL P 50884E,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10341,A,NONE,MIL P 50884E,NONE,NONE,ABST,NONE,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,MARINAN,2058-32400-00,,M1X438A-A,,,,,,,,,,,
M1X439A-A,STANDARD,MILITARY,NONE,NONE,NONE,NONE,NONE,NO,NO,OVER LAMINATE,NO,FOIL,NONE,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10015,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,NONE,NO,NONE,NO,NONE,NO,NA,OLEGF,6771,10015,M1X439A-A,,,,,,,,,,,
M1X440A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_TIN,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_TIN,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,MIXED,MIXED,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12064,,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,NONE,NO,NONE,NO,NONE,NO,NA,OLEGF,348-0019,12064,M1X440A-A,,,,,,,,,,,
M1X441A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,CNTR_HG,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,HAL,CNTR_HG,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,KAPTON,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10012,,NONE,IPC 6013 CLASS3,NONE,NONE,ABCL,NONE,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,IGORK,MMA57T43020201A,,M1X441A-A,,,,,,,,,,,
M1X441B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,CNTR_HG,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,HAL,CNTR_HG,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,KAPTON,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10012,,NONE,IPC 6013 CLASS3,NONE,NONE,ABCL,NONE,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,IGORK,MMA57T43020201A,,M1X441B-A,,,,,,,,,,,
M1X442A-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10375,,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,ALEXK,IBIBW10-029,,M1X442A-A,,,,,,,,,,,
M1X443A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12197,A,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,ONE,NO,NONE,NO,NONE,NO,NA,HERZELE,LED PCB,12197,M1X443A-A,,,,,,,,,,,
M1X443B-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12197,B,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,ONE,NO,NONE,NO,NONE,NO,NA,OLEGF,LED PCB,12197,M1X443B-A,,,,,,,,,,,
M1X444A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,YES,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,CUT,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11568,0,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,ONE,NO,NONE,NO,NONE,NO,NA,ALEXK,2095-80382000,11568,M1X444A-A,,,,,,,,,,,
M1X445A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,YES,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,ROUT,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10015,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,6767,10015,M1X445A-A,,,,,,,,,,,
M1X446A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,SA_HG,NO,NO,OVER ACCESSORY,YES,FOIL,NONE,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,,,NONE,NONE,NONE,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10012,,NONE,IPC 6012 CLASS3,NONE,NONE,ABST,NONE,CS,NONE,NO,NONE,NO,NONE,NO,NA,KOSTAS,MMA70120101A,,M1X446A-A,,,,,,,,,,,
M1X447A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12058,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,YELENAC,A2301-1110,12058,M1X447A-A,,,,,,,,,,,
M1X448A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10543,A/I1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,ALEXK,BA5D1001A,10208,M1X448A-A,,,,,,,,,,,
M1X449A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10375,,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,IBIBW10-025,10375,M1X449A-A,,,,,,,,,,,
M1X450A-A,STANDARD,GENERAL,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10341,A,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,YELENAC,2058-32705-00,10341,M1X450A-A,,,,,,,,,,,
M1X451A-A,,MILITARY,,,,CHM_GOLD,,,,,,,CHM_GOLD,,,,,,,YES,,RIGID,,GLASS EPOXY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,YES,,,,,,,,10303,,,,,,,,,,,,
M1X451B-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10303,2,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,MARINAN,082837B-00,10303,M1X451B-A,,,,,,,,,,,
M1X452A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10303,1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,IGORK,083215A-00,10303,M1X452A-A,,,,,,,,,,,
M1X453A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,YES,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,ROUT,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,ALEXK,PC11649A,10143,M1X453A-A,,,,,,,,,,,
M1X454A-A,,MILITARY,,,,CHM_GOLD,,,,,,,CHM_GOLD,,,,,,,,,RIGID,,GLASS EPOXY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,YES,,,,,,,,,,,,,,,,,,,,
M1X455A-A,,MILITARY,,,,CHM_GOLD,,,,,,,CHM_GOLD,,,,,,,,,RIGID,,GLASS EPOXY,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1X455B-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10160,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,BIRDF ADAPTOR-47237,10160,M1X455B-A,,,,,,,,,,,
M1X456A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,ROUT,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12012,1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,AUDIO_DSP_55459,12012,M1X456A-A,,,,,,,,,,,
M1X457A-A,STANDARD,MILITARY,NONE,EXTERNAL,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,YES,NO,NO,NO,NO,YES,YES,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,THROUGH,VACUUM,SPRINT,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10302,1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,NONE,4360-3911-00,10302,M1X457A-A,,,,,,,,,,,
M1X457B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,YES,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,VACUUM,SCREEN,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10302,1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,OLEGF,4360-3911-01,10302,M1X457B-A,,,,,,,,,,,
